machine_id,machine_type,component,component_age,prev_failures,num_services_since_install,component_age_x_services,time_since_last_service,RUL,event_type_encoded,lifecycle_id,is_failure
1,Excavator,Engine,8000,0,2,28330,2165,6165.0,0,0,0
1,Excavator,Brake System,8355,0,2,16710,2355,0.0,2,0,1
1,Excavator,Hydraulic Pump,8500,0,2,18640,320,820.0,0,0,0
1,Excavator,Engine,8500,0,2,28330,2165,5665.0,0,0,0
1,Excavator,Brake System,500,1,0,0,2658,11803.0,0,1,0
1,Excavator,Brake System,645,1,0,0,0,11658.0,1,1,0
1,Excavator,Hydraulic Pump,9000,0,2,18000,3000,320.0,1,0,0
1,Excavator,Engine,9000,0,2,18000,3000,5165.0,1,0,0
1,Excavator,Hydraulic Pump,9000,0,2,18640,320,320.0,0,0,0
1,Excavator,Engine,9000,0,2,28330,2165,5165.0,0,0,0
1,Excavator,Hydraulic Pump,9320,0,3,27960,320,0.0,2,0,1
1,Excavator,Brake System,1000,1,1,12303,2658,11303.0,0,1,0
1,Excavator,Engine,9500,0,3,42495,2165,4665.0,0,0,0
1,Excavator,Hydraulic Pump,500,1,0,0,384,11564.0,0,1,0
1,Excavator,Brake System,1500,1,1,12303,2658,10803.0,0,1,0
1,Excavator,Engine,10000,0,3,42495,2165,4165.0,0,0,0
1,Excavator,Hydraulic Pump,1000,1,0,0,384,11064.0,0,1,0
1,Excavator,Brake System,2000,1,1,12303,2658,10303.0,0,1,0
1,Excavator,Engine,10500,0,3,42495,2165,3665.0,0,0,0
1,Excavator,Hydraulic Pump,1500,1,0,0,384,10564.0,0,1,0
1,Excavator,Brake System,2500,1,1,12303,2658,9803.0,0,1,0
1,Excavator,Engine,11000,0,3,42495,2165,3165.0,0,0,0
1,Excavator,Hydraulic Pump,2000,1,0,0,384,10064.0,0,1,0
1,Excavator,Brake System,3000,1,1,12303,2658,9303.0,0,1,0
1,Excavator,Engine,11500,0,3,42495,2165,2665.0,0,0,0
1,Excavator,Hydraulic Pump,2500,1,0,0,384,9564.0,0,1,0
1,Excavator,Brake System,3500,1,1,12303,2658,8803.0,0,1,0
1,Excavator,Engine,12000,0,3,42495,2165,2165.0,0,0,0
1,Excavator,Engine,12000,0,3,36000,3000,2165.0,1,0,0
1,Excavator,Hydraulic Pump,2680,1,0,0,0,9384.0,1,1,0
1,Excavator,Brake System,3645,1,1,3645,3000,8658.0,1,1,0
1,Excavator,Hydraulic Pump,3000,1,1,12064,384,9064.0,0,1,0
1,Excavator,Brake System,4000,1,2,24606,2658,8303.0,0,1,0
1,Excavator,Engine,12500,0,4,56660,2165,1665.0,0,0,0
1,Excavator,Hydraulic Pump,3500,1,1,12064,384,8564.0,0,1,0
1,Excavator,Brake System,4500,1,2,24606,2658,7803.0,0,1,0
1,Excavator,Engine,13000,0,4,56660,2165,1165.0,0,0,0
1,Excavator,Hydraulic Pump,4000,1,1,12064,384,8064.0,0,1,0
1,Excavator,Brake System,5000,1,2,24606,2658,7303.0,0,1,0
1,Excavator,Engine,13500,0,4,56660,2165,665.0,0,0,0
1,Excavator,Hydraulic Pump,4500,1,1,12064,384,7564.0,0,1,0
1,Excavator,Brake System,5500,1,2,24606,2658,6803.0,0,1,0
1,Excavator,Engine,14000,0,4,56660,2165,165.0,0,0,0
1,Excavator,Engine,14165,0,4,56660,2165,0.0,2,0,1
1,Excavator,Hydraulic Pump,5000,1,1,12064,384,7064.0,0,1,0
1,Excavator,Brake System,6000,1,2,24606,2658,6303.0,0,1,0
1,Excavator,Engine,500,1,0,0,1952,23287.0,0,1,0
1,Excavator,Hydraulic Pump,5500,1,1,12064,384,6564.0,0,1,0
1,Excavator,Brake System,6500,1,2,24606,2658,5803.0,0,1,0
1,Excavator,Brake System,6645,1,2,13290,3000,5658.0,1,1,0
1,Excavator,Hydraulic Pump,5680,1,1,5680,3000,6384.0,1,1,0
1,Excavator,Engine,835,1,0,0,0,22952.0,1,1,0
1,Excavator,Engine,1000,1,1,23787,1952,22787.0,0,1,0
1,Excavator,Hydraulic Pump,6000,1,2,24128,384,6064.0,0,1,0
1,Excavator,Brake System,7000,1,3,36909,2658,5303.0,0,1,0
1,Excavator,Engine,1500,1,1,23787,1952,22287.0,0,1,0
1,Excavator,Hydraulic Pump,6500,1,2,24128,384,5564.0,0,1,0
1,Excavator,Brake System,7500,1,3,36909,2658,4803.0,0,1,0
1,Excavator,Engine,2000,1,1,23787,1952,21787.0,0,1,0
1,Excavator,Hydraulic Pump,7000,1,2,24128,384,5064.0,0,1,0
1,Excavator,Brake System,8000,1,3,36909,2658,4303.0,0,1,0
1,Excavator,Engine,2500,1,1,23787,1952,21287.0,0,1,0
1,Excavator,Hydraulic Pump,7500,1,2,24128,384,4564.0,0,1,0
1,Excavator,Brake System,8500,1,3,36909,2658,3803.0,0,1,0
1,Excavator,Engine,3000,1,1,23787,1952,20787.0,0,1,0
1,Excavator,Hydraulic Pump,8000,1,2,24128,384,4064.0,0,1,0
1,Excavator,Brake System,9000,1,3,36909,2658,3303.0,0,1,0
1,Excavator,Engine,3500,1,1,23787,1952,20287.0,0,1,0
1,Excavator,Hydraulic Pump,8500,1,2,24128,384,3564.0,0,1,0
1,Excavator,Brake System,9500,1,3,36909,2658,2803.0,0,1,0
1,Excavator,Brake System,9645,1,3,28935,3000,2658.0,1,1,0
1,Excavator,Hydraulic Pump,8680,1,2,17360,3000,3384.0,1,1,0
1,Excavator,Engine,3835,1,1,3835,3000,19952.0,1,1,0
1,Excavator,Engine,4000,1,2,47574,1952,19787.0,0,1,0
1,Excavator,Hydraulic Pump,9000,1,3,36192,384,3064.0,0,1,0
1,Excavator,Brake System,10000,1,4,49212,2658,2303.0,0,1,0
1,Excavator,Engine,4500,1,2,47574,1952,19287.0,0,1,0
1,Excavator,Hydraulic Pump,9500,1,3,36192,384,2564.0,0,1,0
1,Excavator,Brake System,10500,1,4,49212,2658,1803.0,0,1,0
1,Excavator,Engine,5000,1,2,47574,1952,18787.0,0,1,0
1,Excavator,Hydraulic Pump,10000,1,3,36192,384,2064.0,0,1,0
1,Excavator,Brake System,11000,1,4,49212,2658,1303.0,0,1,0
1,Excavator,Engine,5500,1,2,47574,1952,18287.0,0,1,0
1,Excavator,Hydraulic Pump,10500,1,3,36192,384,1564.0,0,1,0
1,Excavator,Brake System,11500,1,4,49212,2658,803.0,0,1,0
1,Excavator,Engine,6000,1,2,47574,1952,17787.0,0,1,0
1,Excavator,Hydraulic Pump,11000,1,3,36192,384,1064.0,0,1,0
1,Excavator,Brake System,12000,1,4,49212,2658,303.0,0,1,0
1,Excavator,Brake System,12303,1,4,49212,2658,0.0,2,1,1
1,Excavator,Engine,6500,1,2,47574,1952,17287.0,0,1,0
1,Excavator,Hydraulic Pump,11500,1,3,36192,384,564.0,0,1,0
1,Excavator,Brake System,342,2,0,0,0,12994.0,1,2,0
1,Excavator,Hydraulic Pump,11680,1,3,35040,3000,384.0,1,1,0
1,Excavator,Engine,6835,1,2,13670,3000,16952.0,1,1,0
1,Excavator,Brake System,500,2,1,13336,994,12836.0,0,2,0
1,Excavator,Engine,7000,1,3,71361,1952,16787.0,0,1,0
1,Excavator,Hydraulic Pump,12000,1,4,48256,384,64.0,0,1,0
1,Excavator,Hydraulic Pump,12064,1,4,48256,384,0.0,2,1,1
1,Excavator,Brake System,1000,2,1,13336,994,12336.0,0,2,0
1,Excavator,Engine,7500,1,3,71361,1952,16287.0,0,1,0
1,Excavator,Hydraulic Pump,500,2,0,0,1567,12683.0,0,2,0
1,Excavator,Brake System,1500,2,1,13336,994,11836.0,0,2,0
1,Excavator,Engine,8000,1,3,71361,1952,15787.0,0,1,0
1,Excavator,Hydraulic Pump,1000,2,0,0,1567,12183.0,0,2,0
1,Excavator,Brake System,2000,2,1,13336,994,11336.0,0,2,0
1,Excavator,Engine,8500,1,3,71361,1952,15287.0,0,1,0
1,Excavator,Hydraulic Pump,1500,2,0,0,1567,11683.0,0,2,0
1,Excavator,Brake System,2500,2,1,13336,994,10836.0,0,2,0
1,Excavator,Engine,9000,1,3,71361,1952,14787.0,0,1,0
1,Excavator,Hydraulic Pump,2000,2,0,0,1567,11183.0,0,2,0
1,Excavator,Brake System,3000,2,1,13336,994,10336.0,0,2,0
1,Excavator,Engine,9500,1,3,71361,1952,14287.0,0,1,0
1,Excavator,Hydraulic Pump,2500,2,0,0,1567,10683.0,0,2,0
1,Excavator,Brake System,3342,2,1,3342,3000,9994.0,1,2,0
1,Excavator,Hydraulic Pump,2616,2,0,0,0,10567.0,1,2,0
1,Excavator,Engine,9835,1,3,29505,3000,13952.0,1,1,0
1,Excavator,Brake System,3500,2,2,26672,994,9836.0,0,2,0
1,Excavator,Engine,10000,1,4,95148,1952,13787.0,0,1,0
1,Excavator,Hydraulic Pump,3000,2,1,13183,1567,10183.0,0,2,0
1,Excavator,Brake System,4000,2,2,26672,994,9336.0,0,2,0
1,Excavator,Engine,10500,1,4,95148,1952,13287.0,0,1,0
1,Excavator,Hydraulic Pump,3500,2,1,13183,1567,9683.0,0,2,0
1,Excavator,Brake System,4500,2,2,26672,994,8836.0,0,2,0
1,Excavator,Engine,11000,1,4,95148,1952,12787.0,0,1,0
1,Excavator,Hydraulic Pump,4000,2,1,13183,1567,9183.0,0,2,0
1,Excavator,Brake System,5000,2,2,26672,994,8336.0,0,2,0
1,Excavator,Engine,11500,1,4,95148,1952,12287.0,0,1,0
1,Excavator,Hydraulic Pump,4500,2,1,13183,1567,8683.0,0,2,0
1,Excavator,Brake System,5500,2,2,26672,994,7836.0,0,2,0
1,Excavator,Engine,12000,1,4,95148,1952,11787.0,0,1,0
1,Excavator,Hydraulic Pump,5000,2,1,13183,1567,8183.0,0,2,0
1,Excavator,Brake System,6000,2,2,26672,994,7336.0,0,2,0
1,Excavator,Engine,12500,1,4,95148,1952,11287.0,0,1,0
1,Excavator,Hydraulic Pump,5500,2,1,13183,1567,7683.0,0,2,0
1,Excavator,Brake System,6342,2,2,12684,3000,6994.0,1,2,0
1,Excavator,Hydraulic Pump,5616,2,1,5616,3000,7567.0,1,2,0
1,Excavator,Engine,12835,1,4,51340,3000,10952.0,1,1,0
1,Excavator,Brake System,6500,2,3,40008,994,6836.0,0,2,0
1,Excavator,Engine,13000,1,5,118935,1952,10787.0,0,1,0
1,Excavator,Hydraulic Pump,6000,2,2,26366,1567,7183.0,0,2,0
1,Excavator,Brake System,7000,2,3,40008,994,6336.0,0,2,0
1,Excavator,Engine,13500,1,5,118935,1952,10287.0,0,1,0
1,Excavator,Hydraulic Pump,6500,2,2,26366,1567,6683.0,0,2,0
1,Excavator,Brake System,7500,2,3,40008,994,5836.0,0,2,0
1,Excavator,Engine,14000,1,5,118935,1952,9787.0,0,1,0
1,Excavator,Hydraulic Pump,7000,2,2,26366,1567,6183.0,0,2,0
1,Excavator,Brake System,8000,2,3,40008,994,5336.0,0,2,0
1,Excavator,Engine,14500,1,5,118935,1952,9287.0,0,1,0
1,Excavator,Hydraulic Pump,7500,2,2,26366,1567,5683.0,0,2,0
1,Excavator,Brake System,8500,2,3,40008,994,4836.0,0,2,0
1,Excavator,Engine,15000,1,5,118935,1952,8787.0,0,1,0
1,Excavator,Hydraulic Pump,8000,2,2,26366,1567,5183.0,0,2,0
1,Excavator,Brake System,9000,2,3,40008,994,4336.0,0,2,0
1,Excavator,Engine,15500,1,5,118935,1952,8287.0,0,1,0
1,Excavator,Hydraulic Pump,8500,2,2,26366,1567,4683.0,0,2,0
1,Excavator,Brake System,9342,2,3,28026,3000,3994.0,1,2,0
1,Excavator,Hydraulic Pump,8616,2,2,17232,3000,4567.0,1,2,0
1,Excavator,Engine,15835,1,5,79175,3000,7952.0,1,1,0
1,Excavator,Brake System,9500,2,4,53344,994,3836.0,0,2,0
1,Excavator,Engine,16000,1,6,142722,1952,7787.0,0,1,0
1,Excavator,Hydraulic Pump,9000,2,3,39549,1567,4183.0,0,2,0
1,Excavator,Brake System,10000,2,4,53344,994,3336.0,0,2,0
1,Excavator,Engine,16500,1,6,142722,1952,7287.0,0,1,0
1,Excavator,Hydraulic Pump,9500,2,3,39549,1567,3683.0,0,2,0
1,Excavator,Brake System,10500,2,4,53344,994,2836.0,0,2,0
1,Excavator,Engine,17000,1,6,142722,1952,6787.0,0,1,0
1,Excavator,Hydraulic Pump,10000,2,3,39549,1567,3183.0,0,2,0
1,Excavator,Brake System,11000,2,4,53344,994,2336.0,0,2,0
1,Excavator,Engine,17500,1,6,142722,1952,6287.0,0,1,0
1,Excavator,Hydraulic Pump,10500,2,3,39549,1567,2683.0,0,2,0
1,Excavator,Brake System,11500,2,4,53344,994,1836.0,0,2,0
1,Excavator,Engine,18000,1,6,142722,1952,5787.0,0,1,0
1,Excavator,Hydraulic Pump,11000,2,3,39549,1567,2183.0,0,2,0
1,Excavator,Brake System,12000,2,4,53344,994,1336.0,0,2,0
1,Excavator,Engine,18500,1,6,142722,1952,5287.0,0,1,0
1,Excavator,Hydraulic Pump,11500,2,3,39549,1567,1683.0,0,2,0
1,Excavator,Brake System,12342,2,4,49368,3000,994.0,1,2,0
1,Excavator,Hydraulic Pump,11616,2,3,34848,3000,1567.0,1,2,0
1,Excavator,Engine,18835,1,6,113010,3000,4952.0,1,1,0
1,Excavator,Brake System,12500,2,5,66680,994,836.0,0,2,0
1,Excavator,Engine,19000,1,7,166509,1952,4787.0,0,1,0
1,Excavator,Hydraulic Pump,12000,2,4,52732,1567,1183.0,0,2,0
1,Excavator,Brake System,13000,2,5,66680,994,336.0,0,2,0
1,Excavator,Engine,19500,1,7,166509,1952,4287.0,0,1,0
1,Excavator,Hydraulic Pump,12500,2,4,52732,1567,683.0,0,2,0
1,Excavator,Brake System,13336,2,5,66680,994,0.0,2,2,1
1,Excavator,Engine,20000,1,7,166509,1952,3787.0,0,1,0
1,Excavator,Hydraulic Pump,13000,2,4,52732,1567,183.0,0,2,0
1,Excavator,Brake System,500,3,0,0,2850,13356.0,0,3,0
1,Excavator,Hydraulic Pump,13183,2,4,52732,1567,0.0,2,2,1
1,Excavator,Engine,20500,1,7,166509,1952,3287.0,0,1,0
1,Excavator,Brake System,1000,3,0,0,2850,12856.0,0,3,0
1,Excavator,Hydraulic Pump,500,3,0,0,2350,12283.0,0,3,0
1,Excavator,Engine,21000,1,7,166509,1952,2787.0,0,1,0
1,Excavator,Brake System,1500,3,0,0,2850,12356.0,0,3,0
1,Excavator,Hydraulic Pump,1000,3,0,0,2350,11783.0,0,3,0
1,Excavator,Engine,21500,1,7,166509,1952,2287.0,0,1,0
1,Excavator,Brake System,2000,3,0,0,2850,11856.0,0,3,0
1,Excavator,Brake System,2006,3,0,0,0,11850.0,1,3,0
1,Excavator,Hydraulic Pump,1433,3,0,0,0,11350.0,1,3,0
1,Excavator,Engine,21835,1,7,152845,3000,1952.0,1,1,0
1,Excavator,Hydraulic Pump,1500,3,1,12783,2350,11283.0,0,3,0
1,Excavator,Engine,22000,1,8,190296,1952,1787.0,0,1,0
1,Excavator,Brake System,2500,3,1,13856,2850,11356.0,0,3,0
1,Excavator,Hydraulic Pump,2000,3,1,12783,2350,10783.0,0,3,0
1,Excavator,Engine,22500,1,8,190296,1952,1287.0,0,1,0
1,Excavator,Brake System,3000,3,1,13856,2850,10856.0,0,3,0
1,Excavator,Hydraulic Pump,2500,3,1,12783,2350,10283.0,0,3,0
1,Excavator,Engine,23000,1,8,190296,1952,787.0,0,1,0
1,Excavator,Brake System,3500,3,1,13856,2850,10356.0,0,3,0
1,Excavator,Hydraulic Pump,3000,3,1,12783,2350,9783.0,0,3,0
1,Excavator,Engine,23500,1,8,190296,1952,287.0,0,1,0
1,Excavator,Engine,23787,1,8,190296,1952,0.0,2,1,1
1,Excavator,Brake System,4000,3,1,13856,2850,9856.0,0,3,0
1,Excavator,Hydraulic Pump,3500,3,1,12783,2350,9283.0,0,3,0
1,Excavator,Engine,500,2,0,0,1680,35228.0,0,2,0
1,Excavator,Brake System,4500,3,1,13856,2850,9356.0,0,3,0
1,Excavator,Hydraulic Pump,4000,3,1,12783,2350,8783.0,0,3,0
1,Excavator,Engine,1000,2,0,0,1680,34728.0,0,2,0
1,Excavator,Brake System,5000,3,1,13856,2850,8856.0,0,3,0
1,Excavator,Engine,1048,2,0,0,0,34680.0,1,2,0
1,Excavator,Hydraulic Pump,4433,3,1,4433,3000,8350.0,1,3,0
1,Excavator,Brake System,5006,3,1,5006,3000,8850.0,1,3,0
1,Excavator,Hydraulic Pump,4500,3,2,25566,2350,8283.0,0,3,0
1,Excavator,Engine,1500,2,1,35728,1680,34228.0,0,2,0
1,Excavator,Brake System,5500,3,2,27712,2850,8356.0,0,3,0
1,Excavator,Hydraulic Pump,5000,3,2,25566,2350,7783.0,0,3,0
1,Excavator,Engine,2000,2,1,35728,1680,33728.0,0,2,0
1,Excavator,Brake System,6000,3,2,27712,2850,7856.0,0,3,0
1,Excavator,Hydraulic Pump,5500,3,2,25566,2350,7283.0,0,3,0
1,Excavator,Engine,2500,2,1,35728,1680,33228.0,0,2,0
1,Excavator,Brake System,6500,3,2,27712,2850,7356.0,0,3,0
1,Excavator,Hydraulic Pump,6000,3,2,25566,2350,6783.0,0,3,0
1,Excavator,Engine,3000,2,1,35728,1680,32728.0,0,2,0
1,Excavator,Brake System,7000,3,2,27712,2850,6856.0,0,3,0
1,Excavator,Hydraulic Pump,6500,3,2,25566,2350,6283.0,0,3,0
1,Excavator,Engine,3500,2,1,35728,1680,32228.0,0,2,0
1,Excavator,Brake System,7500,3,2,27712,2850,6356.0,0,3,0
1,Excavator,Hydraulic Pump,7000,3,2,25566,2350,5783.0,0,3,0
1,Excavator,Engine,4000,2,1,35728,1680,31728.0,0,2,0
1,Excavator,Brake System,8000,3,2,27712,2850,5856.0,0,3,0
1,Excavator,Brake System,8006,3,2,16012,3000,5850.0,1,3,0
1,Excavator,Hydraulic Pump,7433,3,2,14866,3000,5350.0,1,3,0
1,Excavator,Engine,4048,2,1,4048,3000,31680.0,1,2,0
1,Excavator,Hydraulic Pump,7500,3,3,38349,2350,5283.0,0,3,0
1,Excavator,Engine,4500,2,2,71456,1680,31228.0,0,2,0
1,Excavator,Brake System,8500,3,3,41568,2850,5356.0,0,3,0
1,Excavator,Hydraulic Pump,8000,3,3,38349,2350,4783.0,0,3,0
1,Excavator,Engine,5000,2,2,71456,1680,30728.0,0,2,0
1,Excavator,Brake System,9000,3,3,41568,2850,4856.0,0,3,0
1,Excavator,Hydraulic Pump,8500,3,3,38349,2350,4283.0,0,3,0
1,Excavator,Engine,5500,2,2,71456,1680,30228.0,0,2,0
1,Excavator,Brake System,9500,3,3,41568,2850,4356.0,0,3,0
1,Excavator,Hydraulic Pump,9000,3,3,38349,2350,3783.0,0,3,0
1,Excavator,Engine,6000,2,2,71456,1680,29728.0,0,2,0
1,Excavator,Brake System,10000,3,3,41568,2850,3856.0,0,3,0
1,Excavator,Hydraulic Pump,9500,3,3,38349,2350,3283.0,0,3,0
1,Excavator,Engine,6500,2,2,71456,1680,29228.0,0,2,0
1,Excavator,Brake System,10500,3,3,41568,2850,3356.0,0,3,0
1,Excavator,Hydraulic Pump,10000,3,3,38349,2350,2783.0,0,3,0
1,Excavator,Engine,7000,2,2,71456,1680,28728.0,0,2,0
1,Excavator,Brake System,11000,3,3,41568,2850,2856.0,0,3,0
1,Excavator,Engine,7048,2,2,14096,3000,28680.0,1,2,0
1,Excavator,Brake System,11006,3,3,33018,3000,2850.0,1,3,0
1,Excavator,Hydraulic Pump,10433,3,3,31299,3000,2350.0,1,3,0
1,Excavator,Hydraulic Pump,10500,3,4,51132,2350,2283.0,0,3,0
1,Excavator,Engine,7500,2,3,107184,1680,28228.0,0,2,0
1,Excavator,Brake System,11500,3,4,55424,2850,2356.0,0,3,0
1,Excavator,Hydraulic Pump,11000,3,4,51132,2350,1783.0,0,3,0
1,Excavator,Engine,8000,2,3,107184,1680,27728.0,0,2,0
1,Excavator,Brake System,12000,3,4,55424,2850,1856.0,0,3,0
1,Excavator,Hydraulic Pump,11500,3,4,51132,2350,1283.0,0,3,0
1,Excavator,Engine,8500,2,3,107184,1680,27228.0,0,2,0
1,Excavator,Brake System,12500,3,4,55424,2850,1356.0,0,3,0
1,Excavator,Hydraulic Pump,12000,3,4,51132,2350,783.0,0,3,0
1,Excavator,Engine,9000,2,3,107184,1680,26728.0,0,2,0
1,Excavator,Brake System,13000,3,4,55424,2850,856.0,0,3,0
1,Excavator,Hydraulic Pump,12500,3,4,51132,2350,283.0,0,3,0
1,Excavator,Hydraulic Pump,12783,3,4,51132,2350,0.0,2,3,1
1,Excavator,Engine,9500,2,3,107184,1680,26228.0,0,2,0
1,Excavator,Brake System,13500,3,4,55424,2850,356.0,0,3,0
1,Excavator,Brake System,13856,3,4,55424,2850,0.0,2,3,1
1,Excavator,Hydraulic Pump,500,4,0,0,1553,13703.0,0,4,0
1,Excavator,Engine,10000,2,3,107184,1680,25728.0,0,2,0
1,Excavator,Brake System,150,4,0,0,0,8270.0,1,4,0
1,Excavator,Hydraulic Pump,650,4,0,0,0,13553.0,1,4,0
1,Excavator,Engine,10048,2,3,30144,3000,25680.0,1,2,0
1,Excavator,Brake System,500,4,1,8420,2270,7920.0,0,4,0
1,Excavator,Hydraulic Pump,1000,4,1,14203,1553,13203.0,0,4,0
1,Excavator,Engine,10500,2,4,142912,1680,25228.0,0,2,0
1,Excavator,Brake System,1000,4,1,8420,2270,7420.0,0,4,0
1,Excavator,Hydraulic Pump,1500,4,1,14203,1553,12703.0,0,4,0
1,Excavator,Engine,11000,2,4,142912,1680,24728.0,0,2,0
1,Excavator,Brake System,1500,4,1,8420,2270,6920.0,0,4,0
1,Excavator,Hydraulic Pump,2000,4,1,14203,1553,12203.0,0,4,0
1,Excavator,Engine,11500,2,4,142912,1680,24228.0,0,2,0
1,Excavator,Brake System,2000,4,1,8420,2270,6420.0,0,4,0
1,Excavator,Hydraulic Pump,2500,4,1,14203,1553,11703.0,0,4,0
1,Excavator,Engine,12000,2,4,142912,1680,23728.0,0,2,0
1,Excavator,Brake System,2500,4,1,8420,2270,5920.0,0,4,0
1,Excavator,Hydraulic Pump,3000,4,1,14203,1553,11203.0,0,4,0
1,Excavator,Engine,12500,2,4,142912,1680,23228.0,0,2,0
1,Excavator,Hydraulic Pump,3500,4,1,14203,1553,10703.0,0,4,0
1,Excavator,Brake System,3000,4,1,8420,2270,5420.0,0,4,0
1,Excavator,Engine,13000,2,4,142912,1680,22728.0,0,2,0
1,Excavator,Brake System,3150,4,1,3150,3000,5270.0,1,4,0
1,Excavator,Hydraulic Pump,3650,4,1,3650,3000,10553.0,1,4,0
1,Excavator,Engine,13048,2,4,52192,3000,22680.0,1,2,0
1,Excavator,Brake System,3500,4,2,16840,2270,4920.0,0,4,0
1,Excavator,Hydraulic Pump,4000,4,2,28406,1553,10203.0,0,4,0
1,Excavator,Engine,13500,2,5,178640,1680,22228.0,0,2,0
1,Excavator,Brake System,4000,4,2,16840,2270,4420.0,0,4,0
1,Excavator,Hydraulic Pump,4500,4,2,28406,1553,9703.0,0,4,0
1,Excavator,Engine,14000,2,5,178640,1680,21728.0,0,2,0
1,Excavator,Hydraulic Pump,5000,4,2,28406,1553,9203.0,0,4,0
1,Excavator,Brake System,4500,4,2,16840,2270,3920.0,0,4,0
1,Excavator,Engine,14500,2,5,178640,1680,21228.0,0,2,0
1,Excavator,Brake System,5000,4,2,16840,2270,3420.0,0,4,0
1,Excavator,Hydraulic Pump,5500,4,2,28406,1553,8703.0,0,4,0
1,Excavator,Engine,15000,2,5,178640,1680,20728.0,0,2,0
1,Excavator,Brake System,5500,4,2,16840,2270,2920.0,0,4,0
1,Excavator,Hydraulic Pump,6000,4,2,28406,1553,8203.0,0,4,0
1,Excavator,Engine,15500,2,5,178640,1680,20228.0,0,2,0
