machine_id,machine_type,active_time,fault_type,repair/replace_type,cost,event_type
1,Excavator,492000,,Maintenance Service,50,Service
1,Excavator,493341,Brake System,Replaced Brake System,200,Failure
1,Excavator,495000,,Maintenance Service,50,Service
1,Excavator,498000,,Maintenance Service,50,Service
1,Excavator,500805,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
1,Excavator,501000,,Maintenance Service,50,Service
1,Excavator,501603,Brake System,Replaced Brake System,200,Failure
1,Excavator,504000,,Maintenance Service,50,Service
1,Excavator,507000,,Maintenance Service,50,Service
1,Excavator,507801,Engine,Replaced Engine,1000,Failure
1,Excavator,508301,Hydraulic Pump,Preemptive Replacement of Hydraulic Pump,500,Preemptive Replacement
1,Excavator,509881,Brake System,Replaced Brake System,200,Failure
1,Excavator,510000,,Maintenance Service,50,Service
1,Excavator,513000,,Maintenance Service,50,Service
1,Excavator,516000,,Maintenance Service,50,Service
1,Excavator,518140,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
1,Excavator,518649,Brake System,Replaced Brake System,200,Failure
1,Excavator,519000,,Maintenance Service,50,Service
1,Excavator,522000,,Maintenance Service,50,Service
1,Excavator,525000,,Maintenance Service,50,Service
1,Excavator,527116,Brake System,Replaced Brake System,200,Failure
1,Excavator,527128,Engine,Replaced Engine,1000,Failure
1,Excavator,528000,,Maintenance Service,50,Service
1,Excavator,528616,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
1,Excavator,531000,,Maintenance Service,50,Service
1,Excavator,534000,,Maintenance Service,50,Service
1,Excavator,535898,Brake System,Replaced Brake System,200,Failure
1,Excavator,537000,,Maintenance Service,50,Service
1,Excavator,539208,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
1,Excavator,540000,,Maintenance Service,50,Service
1,Excavator,543000,,Maintenance Service,50,Service
1,Excavator,544490,Brake System,Replaced Brake System,200,Failure
1,Excavator,546000,,Maintenance Service,50,Service
1,Excavator,546127,Engine,Replaced Engine,1000,Failure
1,Excavator,549000,,Maintenance Service,50,Service
1,Excavator,549973,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
1,Excavator,552000,,Maintenance Service,50,Service
1,Excavator,553241,Brake System,Replaced Brake System,200,Failure
1,Excavator,555000,,Maintenance Service,50,Service
1,Excavator,558000,,Maintenance Service,50,Service
1,Excavator,560452,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
1,Excavator,561000,,Maintenance Service,50,Service
1,Excavator,561849,Brake System,Replaced Brake System,200,Failure
1,Excavator,564000,,Maintenance Service,50,Service
1,Excavator,566984,Engine,Replaced Engine,1000,Failure
1,Excavator,567000,,Maintenance Service,50,Service
1,Excavator,570000,,Maintenance Service,50,Service
1,Excavator,570443,Brake System,Replaced Brake System,200,Failure
1,Excavator,571375,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
1,Excavator,573000,,Maintenance Service,50,Service
1,Excavator,576000,,Maintenance Service,50,Service
1,Excavator,579000,,Maintenance Service,50,Service
1,Excavator,579254,Brake System,Replaced Brake System,200,Failure
1,Excavator,579754,Hydraulic Pump,Preemptive Replacement of Hydraulic Pump,500,Preemptive Replacement
1,Excavator,582000,,Maintenance Service,50,Service
1,Excavator,585000,,Maintenance Service,50,Service
1,Excavator,586393,Engine,Replaced Engine,1000,Failure
1,Excavator,587888,Brake System,Replaced Brake System,200,Failure
1,Excavator,588000,,Maintenance Service,50,Service
1,Excavator,589988,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
1,Excavator,591000,,Maintenance Service,50,Service
1,Excavator,594000,,Maintenance Service,50,Service
1,Excavator,596251,Brake System,Replaced Brake System,200,Failure
1,Excavator,597000,,Maintenance Service,50,Service
1,Excavator,600000,,Maintenance Service,50,Service
1,Excavator,600649,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
1,Excavator,603000,,Maintenance Service,50,Service
1,Excavator,604971,Brake System,Replaced Brake System,200,Failure
1,Excavator,605344,Engine,Replaced Engine,1000,Failure
1,Excavator,606000,,Maintenance Service,50,Service
1,Excavator,609000,,Maintenance Service,50,Service
1,Excavator,611035,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
1,Excavator,612000,,Maintenance Service,50,Service
1,Excavator,613569,Brake System,Replaced Brake System,200,Failure
1,Excavator,615000,,Maintenance Service,50,Service
1,Excavator,618000,,Maintenance Service,50,Service
1,Excavator,621000,,Maintenance Service,50,Service
1,Excavator,621230,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
1,Excavator,622169,Brake System,Replaced Brake System,200,Failure
1,Excavator,624000,,Maintenance Service,50,Service
1,Excavator,624811,Engine,Replaced Engine,1000,Failure
1,Excavator,627000,,Maintenance Service,50,Service
1,Excavator,630000,,Maintenance Service,50,Service
1,Excavator,630616,Brake System,Replaced Brake System,200,Failure
1,Excavator,631936,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
1,Excavator,633000,,Maintenance Service,50,Service
1,Excavator,636000,,Maintenance Service,50,Service
1,Excavator,639000,,Maintenance Service,50,Service
1,Excavator,639353,Brake System,Replaced Brake System,200,Failure
1,Excavator,642000,,Maintenance Service,50,Service
1,Excavator,642194,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
1,Excavator,645000,,Maintenance Service,50,Service
1,Excavator,645940,Engine,Replaced Engine,1000,Failure
1,Excavator,647957,Brake System,Replaced Brake System,200,Failure
1,Excavator,648000,,Maintenance Service,50,Service
1,Excavator,651000,,Maintenance Service,50,Service
1,Excavator,653079,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
2,Excavator,3000,,Maintenance Service,50,Service
2,Excavator,6000,,Maintenance Service,50,Service
2,Excavator,8437,Brake System,Replaced Brake System,200,Failure
2,Excavator,9000,,Maintenance Service,50,Service
2,Excavator,10536,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
2,Excavator,12000,,Maintenance Service,50,Service
2,Excavator,14383,Engine,Replaced Engine,1000,Failure
2,Excavator,15000,,Maintenance Service,50,Service
2,Excavator,16795,Brake System,Replaced Brake System,200,Failure
2,Excavator,18000,,Maintenance Service,50,Service
2,Excavator,21000,,Maintenance Service,50,Service
2,Excavator,21762,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
2,Excavator,24000,,Maintenance Service,50,Service
2,Excavator,25701,Brake System,Replaced Brake System,200,Failure
2,Excavator,27000,,Maintenance Service,50,Service
2,Excavator,30000,,Maintenance Service,50,Service
2,Excavator,31353,Engine,Replaced Engine,1000,Failure
2,Excavator,32358,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
2,Excavator,32858,Hydraulic Pump,Preemptive Replacement of Hydraulic Pump,500,Preemptive Replacement
2,Excavator,33000,,Maintenance Service,50,Service
2,Excavator,34340,Brake System,Replaced Brake System,200,Failure
2,Excavator,36000,,Maintenance Service,50,Service
2,Excavator,39000,,Maintenance Service,50,Service
2,Excavator,42000,,Maintenance Service,50,Service
2,Excavator,43192,Brake System,Replaced Brake System,200,Failure
2,Excavator,43350,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
2,Excavator,45000,,Maintenance Service,50,Service
2,Excavator,48000,,Maintenance Service,50,Service
2,Excavator,50121,Engine,Replaced Engine,1000,Failure
2,Excavator,51000,,Maintenance Service,50,Service
2,Excavator,51822,Brake System,Replaced Brake System,200,Failure
2,Excavator,53599,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
2,Excavator,54000,,Maintenance Service,50,Service
2,Excavator,57000,,Maintenance Service,50,Service
2,Excavator,60000,,Maintenance Service,50,Service
2,Excavator,60306,Brake System,Replaced Brake System,200,Failure
2,Excavator,63000,,Maintenance Service,50,Service
2,Excavator,64047,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
2,Excavator,66000,,Maintenance Service,50,Service
2,Excavator,69000,,Maintenance Service,50,Service
2,Excavator,69002,Brake System,Replaced Brake System,200,Failure
2,Excavator,69501,Engine,Replaced Engine,1000,Failure
2,Excavator,70001,Hydraulic Pump,Preemptive Replacement of Hydraulic Pump,500,Preemptive Replacement
2,Excavator,72000,,Maintenance Service,50,Service
2,Excavator,75000,,Maintenance Service,50,Service
2,Excavator,78000,,Maintenance Service,50,Service
2,Excavator,78366,Brake System,Replaced Brake System,200,Failure
2,Excavator,80015,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
2,Excavator,81000,,Maintenance Service,50,Service
2,Excavator,84000,,Maintenance Service,50,Service
2,Excavator,86826,Brake System,Replaced Brake System,200,Failure
2,Excavator,87000,,Maintenance Service,50,Service
2,Excavator,89023,Engine,Replaced Engine,1000,Failure
2,Excavator,90000,,Maintenance Service,50,Service
2,Excavator,90710,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
2,Excavator,93000,,Maintenance Service,50,Service
2,Excavator,95071,Brake System,Replaced Brake System,200,Failure
2,Excavator,96000,,Maintenance Service,50,Service
2,Excavator,99000,,Maintenance Service,50,Service
2,Excavator,101580,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
2,Excavator,102000,,Maintenance Service,50,Service
2,Excavator,103739,Brake System,Replaced Brake System,200,Failure
2,Excavator,105000,,Maintenance Service,50,Service
2,Excavator,106931,Engine,Replaced Engine,1000,Failure
2,Excavator,108000,,Maintenance Service,50,Service
2,Excavator,111000,,Maintenance Service,50,Service
2,Excavator,111548,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
2,Excavator,112002,Brake System,Replaced Brake System,200,Failure
2,Excavator,114000,,Maintenance Service,50,Service
2,Excavator,117000,,Maintenance Service,50,Service
2,Excavator,120000,,Maintenance Service,50,Service
2,Excavator,120576,Brake System,Replaced Brake System,200,Failure
2,Excavator,122034,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
2,Excavator,123000,,Maintenance Service,50,Service
2,Excavator,126000,,Maintenance Service,50,Service
2,Excavator,126328,Engine,Replaced Engine,1000,Failure
2,Excavator,129000,,Maintenance Service,50,Service
2,Excavator,129181,Brake System,Replaced Brake System,200,Failure
2,Excavator,132000,,Maintenance Service,50,Service
2,Excavator,132480,Hydraulic Pump,Replaced Hydraulic Pump,500,Failure
2,Excavator,135000,,Maintenance Service,50,Service
2,Excavator,137784,Brake System,Replaced Brake System,200,Failure
2,Excavator,138000,,Maintenance Service,50,Service
2,Excavator,141000,,Maintenance Service,50,Service
